id,title,region,full_address,email,phone,about
114,Le Bouillon,Downtown / Old Market,"1017 Howard St, Omaha, NE 68102",info@bouillonomaha.com,(402) 502-6816,Take a culinary journey in a restaurant that celebrates the heritage of France.  Indulge in the chef’s take on comfort food from rural France.  All ingredients are locally sourced.
115,Le Peep Restaurant - Pepperwood,Northwest,"559 N 155th Plz, Multiple locations, Omaha, NE 68154",,(402) 408-1728,"Stop in today for the best breakfast, brunch, and lunch in Omaha!"
116,Le Quartier Baking Co,Central,"8706 Countryside Plz, Omaha, NE 68114",,(402) 932-1207,"These expertly crafted artisan breads, desserts, and pastries are prepared fresh every morning by hands classically trained in Paris."
117,Le Voltaire,Northwest,"569 N 155th Plz, Omaha, NE 68154",,(402) 934-9374,You’re invited to a little corner of France in West Omaha. Le Voltaire has been serving Omaha locals and visitors French classic cuisine in a romantic southern France atmosphere for more than fifteen years. Dishes on the menu represent all the regions of France and transport diners with one savory bite.
118,Legends Patio Grill and Bar,Northwest,"6910 N 102nd Cir, Omaha, NE 68122",info@legendsomaha.com,(402) 884-1006,"A cool place to relax, enjoy great food, and the hottest sporting events."
119,Lithuanian Bakery & Kafe,Southwest,"7427 Pacific St, Omaha, NE 68114",sikna@aol.com,(402) 391-3503,"The Lithuanian Bakery has been a staple of Omaha for over 40 years. The specialty breads and Lithuanian tortes are produced daily by an experienced staff committed to high quality products and customer satisfaction. The Napoleon torte is a local favorite – 8 wafer layers with butter creams of vanilla and lemon extracts, and the middle layer is laced with a delicate hint of apricot."
120,LongHorn Steakhouse,Central,"7425 Dodge St, Omaha, NE 68132",,(402) 330-1880,LongHorn Steakhouse is an American casual dining restaurant serving family favorites.
121,Louie M’s Burger Lust,South Omaha,"1718 Vinton St, Omaha, NE 68108",louiemsburgerlust1@gmail.com,(402) 449-9112,"Known for its custom burgers and now serving alcoholic malts, Louie M’s is a South Omaha tradition. From College World Series fans to motion picture location scouts, everyone loves to share their Burger Lust stories. The diner was even a major location in the 1995 Shannen Doherty and Ed Asner movie, “Gone In the Night.”"
122,M's Pub,Downtown / Old Market,"422 S 11th St, Omaha, NE 68102",info@mspubomaha.com,(402) 342-2550,"Modern American fare meets European flair in the heart of Omaha's historic Old Market Entertainment District.  Try a fan favorites such as Thai Lahvosh, Carrot Dog and the Sour Cream Pound Cake.  Come for the food and stay for the atmosphere."
123,Mahogany Prime Steakhouse,Northwest,"13665 California St, Omaha, NE 68154",mahoganyomaha@ehsrg.com,(402) 445-4380,"This is a restaurant where steak is the star – where great steak is the rule, not the exception."
124,Mai Thai - W Center,Southwest,"14618 W Center Rd, Omaha, NE 68144",maithaiomaha@gmail.com,(402) 333-0506,Popular outpost serving an array of elevated Thai dishes and tropical cocktails in a modern interior.
125,Mama's Pizza - Pacific,Southwest,"15615 Pacific St, Multiple locations, Omaha, NE 68130",,(402) 933-5090,"At Mama’s, we are known for our homemade pizzas, which are made with the freshest of ingredients and are prepared daily in each of our kitchens."
126,Mangia Italiana,Northwest,"6516 Irvington Rd, Omaha, NE 68122",,(402) 614-0600,"Enjoy award-winning Italian cuisine that celebrates the traditions of Omaha's historic Little Italy.

Dine-in, carryout and delivery available."
127,Mantra,Central,"6913 Maple St, Omaha, NE 68104",info@mantraomaha.com,(402) 933-1666,"Located in the historic Benson neighborhood, Mantra serves up unique twists on your favorite bar dishes!
Hanging out at a Benson hot spot? Delivery is available for orders of $20 or more."
128,Maria Bonita Food Truck,Default Region,"Find Us on Facebook and Twitter for locations, Omaha, NE 68117",info@mariabonitaonline.com,(402) 731-0243,"On your next Omaha Weekend, fill up on Maria Bonita's modern twist on classic Mexican dishes. Follow us on Facebook and Twitter to find our daily locations."
129,Market Basket,Southwest,"2501 S 90th St, Suite 126, Omaha, NE 68124",,(402) 397-1100,"The Market Basket features gourmet provisions for all tastes, at home or in store. Open for breakfast, lunch, dinner Sunday brunch, and happy hour daily - there's something for everyone!"
130,Mediterranean Bistro,Northwest,"1712 N 120th St, Omaha, NE 68154",,(402) 493-3080,"An authentic Persian and Mediterranean cuisine, proving that food that is healthy can also be delicious."
131,Mediterranean Bistro,Northwest,"1712 N 120th St, Omaha, NE 68154",,(402) 493-3080,"An authentic Persian and Mediterranean cuisine, proving that food that is healthy can also be delicious."
132,Nicola's Italian Wine & Faire,Downtown / Old Market,"521 S 13th St, Omaha, NE 68102",,(402) 345-8466,"Dinner at Nicola's is a delightful experience. Whether you are dining on the outdoor garden patio or inside the rustic cozy dining room, the freshness and care for each menu item is unmatched."
133,Nosh Restaurant and Wine Lounge,Downtown / Old Market,"1006 Dodge St, Omaha, NE 68102",contact@noshwine.com,(402) 614-2121,"Located in the Capitol District in downtown Omaha, Nosh is the hot spot if you are enjoying a night out 
at the CenturyLink Center Omaha, Holland Performing Arts Center, or TD Ameritrade Park. Nosh is the place for friends to gather, relax and celebrate good times!"
134,Nothing Bundt Cakes,Southwest,"10307 Pacific St, Omaha, NE 68114",omaha@nothingbundtcakes.com,(402) 933-9305,"Celebrate life's special moments with hand-decorated cakes from Nothing Bundt Cakes, adorned with inspired decorations and signature frosting."
135,Old Chicago - 144th St.,Southwest,"2643 S 144th St, Omaha, NE 68144",,(402) 330-9001,"Since 1976, Old Chicago has been serving the best lineup of cold beers and handmade pizza in town. Stop in and get a taste of the craft beer authority."
136,Old Market Candy Shop,Downtown / Old Market,"1005 Howard St, Omaha, NE 68105",,(402) 344-8846,"A weekend excursion for your sweet tooth is waiting at this Omaha treasure.  Try the mudballs, a delicious chocolate covered cookies and cream cheese truffle (dare you to eat just one). Or try any of the house made treats including chicken legs, nut clusters and fudge."
137,Olsen Bake Shop,South Omaha,"1708 S 10th St, Omaha, NE 68108",,(402) 341-1145,"A small family run bakery with a wide variety of goods to offer, from doughnuts to cookies, cakes, breads, Kolach (Kolacky) and more."
138,Omaha Prime - Old Market,Downtown / Old Market,"415 S 11th St, Omaha, NE 68102",omahaprime@gmail.com,(402) 341-7040,"Omaha Prime is proud to be one of the few restaurants in the nation to serve only the finest USDA Prime steaks and chops. Each Prime steak and chop is hand-selected for quality, marbling, and flavor.

Our expansive wine list offers unparalleled selection, featuring some of the rarest wines, sparkling wines, and champagnes from around the world. The selections on our wine list come from storied vineyards and wineries in Napa Valley, Bordeaux, Oregon, and South Africa."
139,Omaha Tap House,Downtown / Old Market,"1403 Farnam St, Suite 123, Omaha, NE 68102",,(402) 932-5131,Belly up to bar at Omaha's downtown gastropub and enjoy more than 30 beers on tap. Then bite into a burger made from 100% fresh Angus Beef made just the way you like it with a basket of hand cut fries!
140,Oscar's Pizza and Sports Grille,Southwest,"17330 Lakeside Hills Plz, Omaha, NE 68130",,(402) 758-1910,"Oscar's Pizza & Sports Grille was started by three local guys who loved sports, great food, and cold beer. From our specialty pizzas and gourmet burgers to our ""Best of Omaha"" award-winning wings, we’re serving up all your favorite foods in a fun, family-friendly environment."
141,Panda House - S 16th,Downtown / Old Market,"301 S 16th St, Multiple locations, Omaha, NE 68102",,(402) 348-1818,Downtown staple for Chinese cooking including family-style meals and a huge selection of lunch specials.
142,Panda House - W Center,Southwest,"14459 W Center Rd, Omaha, NE 68144",,(402) 691-0099,Straight-up Chinese venue cooking classic & family-style meals plus a huge list of lunch specials.
143,Paradise Bakery and Cafe,Southwest,"120 Regency Pkwy, Multiple locations, Omaha, NE 68114",,(402) 991-3000,
144,Pasta Amore Cafe & Bar,Southwest,"11027 Prairie Brook Rd, Omaha, NE 68144",info@pastaamore.com,(402) 391-2585,"A Homey Trattoria offering a menu of old and new Italian favorites. Pasta Amore one of the original “farm-to-table” establishments in the metro area. They use only the finest, freshest ingredients in their award-winning recipes and their famous, mouth-watering pastas are made the “old-school,” or rather, the “old-country” way — on pasta machines imported from Sicily."
145,PepperJax Grill,Downtown / Old Market,"1221 Howard St, Multiple Locations, Omaha, NE 68102",,(402) 315-1196,"PepperJax Grill is an award-winning fast casual restaurant known for made-to-order Phillies, Gourmet Rice Bowls, Giant Burritos, Loaded Nachos, and Fresh Salads. Choose from steak, chicken, shrimp, veggies, and over 40 free toppings and a signature sauce bar.   

Other PepperJax Locations:

4303 North 72nd Street
Omaha, Nebraska 68134
(402) 991-6675

1040 South 74th Plaza
Omaha, Nebraska 68114
(402) 884-6003

8406 Park Drive
Omaha, Nebraska 68127
(402) 932-4796

2429 South 132nd Street
Omaha, Nebraska 68144
(402) 758-9222

2085 North 120th Street
Omaha, Nebraska 68164
(402) 964-2760

2579 South 171st Court
Omaha, Nebraska 68130
(402) 884-0430

2801 Samson Way
Bellevue, Nebraska 68123
(402) 991-3413

3617 Denmark Drive
Council Bluffs, Iowa 51501
(712) 256-2702"
146,Pettit's Pastry,Downtown / Old Market,"502 N 16th St, Omaha, NE 68102",,(402) 345-1111,
147,PF Changs,Northwest,"10150 California, Omaha, NE 68114",,(402) 390-6021,Family-friendly restaurant offering creative takes on Chinese fare in a striking space.
148,Phoenix Food and Spirits,Northwest,"12015 Blondo St, Omaha, NE 68164",,(402) 493-7607,"Great food, amazing drinks and good times!"
149,Pickleman’s Gourmet Cafe - Downtown,Downtown / Old Market,"1503 Farnam St, Omaha, NE 68102",,(402) 505-9775,"Pickleman's Gourmet Cafe services quality sandwiches, pizzas, soups, and salads at affordable prices. Enjoy gourmet fast food that will satisfy your cravings."
150,Pitch Pizzeria,Central,"5021 Underwood Ave, Omaha, NE 68132",dean@pitchpizzeria.com,(402) 590-2625,"Pitch Pizzeria is more than just a restaurant – it’s an experience. Melting in with the lively and cool vibes of the historic Dundee neighborhood, Pitch’s urban atmosphere offers rustic décor with wooden walls and unique low lighting fixtures perfectly illuminating every mouth-watering dish. Pitch Pizzeria's phenomenal ambiance and tantalizing menu combine to create an unforgettable dining experience every time."
151,Pizzeria Davlo,Northwest,"14220 Fort St Suite 101, Omaha, NE 68164",info@pizzeriadavlo.com,(402) 763-2375,"Authentic, homemade Chicago-style pizza baked with the highest quality ingredients using as much fresh local and organic products as possible."
152,Plank Provisions,Downtown / Old Market,"1205 Howard St, Omaha, NE 68102",,(402) 507-4480,"At Plank Provisions, coastal charm meets familiar favorites. Explore our diverse menu featuring responsibly sourced seafood alongside timeless 'land-food' favorites that cater to every palate, all complemented by craft cocktails and an extensive wine list. Join us for oyster specials and belly up to the bar at happy hour, where genuine hospitality from our passionate team is always on the menu. At Plank, every meal is a celebration of good food, great company, and the simple joys of dining."
153,Ponzu Sushi and Grill,Central,"2110 S 67th St, Suite 102, Omaha, NE 68106",,(402) 614-7757,"Trendy spot for contemporary takes on sushi, Asian fusion grilled plates and stylish cocktails."
154,Railcar Modern American Kitchen,Northwest,"1814 N 144th St, Omaha, NE 68154",,(402) 493-4743,"At Railcar, we want to take you back to the classic American dining experience: Food that blends flavors from so many cultures, from all corners of the melting pot that is the United States. Food that warms your soul as it fills your stomach."
155,Rally Coffee Co.,Downtown / Old Market,"749 N 14th St, Omaha, NE 68102",info@rallycoffee.co,,Cozy shop sharing a love of coffee and roasting. Seasonal coffees help round out the cafe menu with unique flavors to satisfy all drinkers.
156,Red Mango,Central,"10349 Pacific St, Omaha, NE 68114",,(402) 884-3795,"Colorful, counter-service for frozen yogurt, with many flavors and toppings, plus smoothies."
